incident_id,offense_id,offense_code,offense_code_extension,offense_type_id,offense_category_id,year,first_occurrence_date,last_occurrence_date,reported_date,incident_address,geo_x,geo_y,geo_lon,geo_lat,district_id,precinct_id,neighborhood_id,is_crime,is_traffic,victim_count
20226009319,2.0226E+16,2399,0,theft-other,larceny,2022,5/14/2022,5/14/2022,5/16/2022,2012 LARIMER ST,3142829,1699559,-104.9920165,39.7529984,6,612,five-points,1,0,1
20186009326,2.0186E+16,2399,0,theft-other,larceny,2018,9/15/2018,9/16/2018,9/17/2018,2012 LARIMER ST,3142829,1699559,-104.9920165,39.7529984,6,612,five-points,1,0,1
20206000264,2.0206E+16,2399,0,theft-other,larceny,2020,1/5/2020,1/5/2020,1/7/2020,2012 LARIMER ST,3142829,1699559,-104.9920165,39.7529984,6,612,five-points,1,0,1
20196011958,2.0196E+16,2399,0,theft-other,larceny,2019,11/22/2019,11/23/2019,12/1/2019,2012 LARIMER ST,3142829,1699559,-104.9920165,39.7529984,6,612,five-points,1,0,1
20226007699,2.0226E+16,2399,0,theft-other,larceny,2022,4/16/2022,4/16/2022,4/27/2022,2012 LARIMER ST,3142829,1699559,-104.9920165,39.7529984,6,612,five-points,1,0,1
20186011629,2.0186E+16,2399,0,theft-other,larceny,2018,11/5/2018,11/5/2018,11/28/2018,2012 LARIMER ST,3142829,1699559,-104.9920165,39.7529984,6,612,five-points,1,0,1
20196003581,2.0196E+16,2399,0,theft-other,larceny,2019,4/21/2019,4/21/2019,4/24/2019,2012 LARIMER ST,3142829,1699559,-104.9920165,39.7529984,6,612,five-points,1,0,1
20186010942,2.0186E+16,2399,0,theft-other,larceny,2018,11/4/2018,11/4/2018,11/5/2018,2012 LARIMER ST,3142829,1699559,-104.9920165,39.7529984,6,612,five-points,1,0,1
20196003584,2.0196E+16,2399,0,theft-other,larceny,2019,4/20/2019,4/20/2019,4/24/2019,2012 LARIMER ST,3142829,1699559,-104.9920165,39.7529984,6,612,five-points,1,0,1
20186000715,2.0186E+16,2399,0,theft-other,larceny,2018,1/20/2018,1/21/2018,1/21/2018,2012 LARIMER ST,3142829,1699559,-104.9920165,39.7529984,6,612,five-points,1,0,1
202274563,2.02275E+14,2399,0,theft-other,larceny,2022,2/12/2022,,2/13/2022,2012 LARIMER ST,3142829,1699559,-104.9920165,39.7529984,6,612,five-points,1,0,1
20206001602,2.0206E+16,2399,0,theft-other,larceny,2020,2/15/2020,2/15/2020,2/15/2020,2012 LARIMER ST,3142829,1699559,-104.9920165,39.7529984,6,612,five-points,1,0,1
20216022713,2.0216E+16,2399,0,theft-other,larceny,2021,11/14/2021,11/14/2021,11/17/2021,2012 LARIMER ST,3142829,1699559,-104.9920165,39.7529984,6,612,five-points,1,0,1
20196005111,2.0196E+16,2399,1,theft-bicycle,larceny,2019,5/29/2019,5/29/2019,6/5/2019,2012 LARIMER ST,3142829,1699559,-104.9920165,39.7529984,6,612,five-points,1,0,1
2022597782,2.0226E+15,1313,0,assault-simple,other-crimes-against-persons,2022,11/20/2022,11/20/2022,11/20/2022,2012 LARIMER ST,3142829,1699559,-104.9920165,39.7529984,6,612,five-points,1,0,1
202389771,2.0239E+14,2399,0,theft-other,larceny,2023,2/19/2023,2/19/2023,2/19/2023,2012 LARIMER ST,3142829,1699559,-104.9920165,39.7529984,6,612,five-points,1,0,1
20236006201,2.0236E+16,2308,0,theft-from-bldg,larceny,2023,4/15/2023,4/16/2023,4/16/2023,2012 LARIMER ST,3142829,1699559,-104.9920165,39.7529984,6,612,five-points,1,0,1
2023240357,2.02324E+15,2999,1,criminal-mischief-mtr-veh,public-disorder,2023,5/6/2023,5/7/2023,5/8/2023,2012 LARIMER ST,3142829,1699559,-104.9920165,39.7529984,6,612,five-points,1,0,1
2023276271,2.02328E+15,1313,0,assault-simple,other-crimes-against-persons,2023,5/25/2023,5/25/2023,5/25/2023,2012 LARIMER ST,3142829,1699559,-104.9920165,39.7529984,6,612,five-points,1,0,2
201912935,2.01913E+14,2999,0,criminal-mischief-other,public-disorder,2019,1/6/2019,,1/6/2019,2046 LARIMER ST,3142944,1699722,-104.9916042,39.7534441,6,612,five-points,1,0,1
